"REF_DATE","GEO","DGUID","Statistical Area Classification (SAC)","Population and dwelling counts (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Alberta","2021A000248","Within tracted CAs","Population, 2021","","0","units","0","","10.4.1","214354","","","","0"
"2021","Alberta","2021A000248","Within tracted CAs","Total private dwellings, 2021","","0","units","0","","10.4.2","92808","","","","0"
"2021","Alberta","2021A000248","Within tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.4.3","83355","","","","0"
"2021","Alberta","2021A000248","Within non-tracted CAs","Population, 2021","","0","units","0","","10.5.1","170997","","","","0"
"2021","Alberta","2021A000248","Within non-tracted CAs","Total private dwellings, 2021","","0","units","0","","10.5.2","73074","","","","0"
"2021","Alberta","2021A000248","Within non-tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.5.3","66494","","","","0"
"2021","Alberta","2021A000248","Outside CMAs/CAs","Population, 2021","","0","units","0","","10.6.1","752669","","","","0"
"2021","Alberta","2021A000248","Outside CMAs/CAs","Total private dwellings, 2021","","0","units","0","","10.6.2","327582","","","","0"
"2021","Alberta","2021A000248","Outside CMAs/CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.6.3","282148","","","","0"
"2021","Alberta","2021A000248","Strongly influenced","Population, 2021","","0","units","0","","10.7.1","178390","","","","0"
"2021","Alberta","2021A000248","Strongly influenced","Total private dwellings, 2021","","0","units","0","","10.7.2","74684","","","","0"
"2021","Alberta","2021A000248","Strongly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.7.3","66131","","","","0"
"2021","Alberta","2021A000248","Moderately influenced","Population, 2021","","0","units","0","","10.8.1","285930","","","","0"
"2021","Alberta","2021A000248","Moderately influenced","Total private dwellings, 2021","","0","units","0","","10.8.2","123973","","","","0"
"2021","Alberta","2021A000248","Moderately influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.8.3","106626","","","","0"
"2021","Alberta","2021A000248","Weakly influenced","Population, 2021","","0","units","0","","10.9.1","272731","","","","0"
"2021","Alberta","2021A000248","Weakly influenced","Total private dwellings, 2021","","0","units","0","","10.9.2","120317","","","","0"
"2021","Alberta","2021A000248","Weakly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.9.3","103887","","","","0"
"2021","Alberta","2021A000248","Not influenced","Population, 2021","","0","units","0","","10.10.1","15618","","","","0"
"2021","Alberta","2021A000248","Not influenced","Total private dwellings, 2021","","0","units","0","","10.10.2","8608","","","","0"
"2021","Alberta","2021A000248","Not influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.10.3","5504","","","","0"
"2021","Alberta","2021A000248","Territories","Population, 2021","","0","units","0","","10.11.1","0","","","","0"
"2021","Alberta","2021A000248","Territories","Total private dwellings, 2021","","0","units","0","","10.11.2","0","","","","0"
"2021","Alberta","2021A000248","Territories","Private dwellings occupied by usual residents, 2021","","0","units","0","","10.11.3","0","","","","0"
"2021","British Columbia","2021A000259","All census subdivisions","Population, 2021","","0","units","0","","11.1.1","5000879","","","","0"
"2021","British Columbia","2021A000259","All census subdivisions","Total private dwellings, 2021","","0","units","0","","11.1.2","2211694","","","","0"
"2021","British Columbia","2021A000259","All census subdivisions","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.1.3","2041834","","","","0"
"2021","British Columbia","2021A000259","Within CMAs","Population, 2021","","0","units","0","","11.2.1","3801318","","","","0"
"2021","British Columbia","2021A000259","Within CMAs","Total private dwellings, 2021","","0","units","0","","11.2.2","1612462","","","","0"
"2021","British Columbia","2021A000259","Within CMAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.2.3","1522758","","","","0"
"2021","British Columbia","2021A000259","Within CAs","Population, 2021","","0","units","0","","11.3.1","676430","","","","0"
"2021","British Columbia","2021A000259","Within CAs","Total private dwellings, 2021","","0","units","0","","11.3.2","314218","","","","0"
"2021","British Columbia","2021A000259","Within CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.3.3","291225","","","","0"
"2021","British Columbia","2021A000259","Within tracted CAs","Population, 2021","","0","units","0","","11.4.1","89490","","","","0"
"2021","British Columbia","2021A000259","Within tracted CAs","Total private dwellings, 2021","","0","units","0","","11.4.2","39207","","","","0"
"2021","British Columbia","2021A000259","Within tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.4.3","36799","","","","0"
"2021","British Columbia","2021A000259","Within non-tracted CAs","Population, 2021","","0","units","0","","11.5.1","586940","","","","0"
"2021","British Columbia","2021A000259","Within non-tracted CAs","Total private dwellings, 2021","","0","units","0","","11.5.2","275011","","","","0"
"2021","British Columbia","2021A000259","Within non-tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.5.3","254426","","","","0"
"2021","British Columbia","2021A000259","Outside CMAs/CAs","Population, 2021","","0","units","0","","11.6.1","523131","","","","0"
"2021","British Columbia","2021A000259","Outside CMAs/CAs","Total private dwellings, 2021","","0","units","0","","11.6.2","285014","","","","0"
"2021","British Columbia","2021A000259","Outside CMAs/CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.6.3","227851","","","","0"
"2021","British Columbia","2021A000259","Strongly influenced","Population, 2021","","0","units","0","","11.7.1","133224","","","","0"
"2021","British Columbia","2021A000259","Strongly influenced","Total private dwellings, 2021","","0","units","0","","11.7.2","65011","","","","0"
"2021","British Columbia","2021A000259","Strongly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.7.3","56327","","","","0"
"2021","British Columbia","2021A000259","Moderately influenced","Population, 2021","","0","units","0","","11.8.1","208504","","","","0"
"2021","British Columbia","2021A000259","Moderately influenced","Total private dwellings, 2021","","0","units","0","","11.8.2","129489","","","","0"
"2021","British Columbia","2021A000259","Moderately influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.8.3","94489","","","","0"
"2021","British Columbia","2021A000259","Weakly influenced","Population, 2021","","0","units","0","","11.9.1","163096","","","","0"
"2021","British Columbia","2021A000259","Weakly influenced","Total private dwellings, 2021","","0","units","0","","11.9.2","81442","","","","0"
"2021","British Columbia","2021A000259","Weakly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.9.3","69611","","","","0"
"2021","British Columbia","2021A000259","Not influenced","Population, 2021","","0","units","0","","11.10.1","18307","","","","0"
"2021","British Columbia","2021A000259","Not influenced","Total private dwellings, 2021","","0","units","0","","11.10.2","9072","","","","0"
"2021","British Columbia","2021A000259","Not influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.10.3","7424","","","","0"
"2021","British Columbia","2021A000259","Territories","Population, 2021","","0","units","0","","11.11.1","0","","","","0"
"2021","British Columbia","2021A000259","Territories","Total private dwellings, 2021","","0","units","0","","11.11.2","0","","","","0"
"2021","British Columbia","2021A000259","Territories","Private dwellings occupied by usual residents, 2021","","0","units","0","","11.11.3","0","","","","0"
"2021","Yukon","2021A000260","All census subdivisions","Population, 2021","","0","units","0","","12.1.1","40232","","","","0"
"2021","Yukon","2021A000260","All census subdivisions","Total private dwellings, 2021","","0","units","0","","12.1.2","19610","","","","0"
"2021","Yukon","2021A000260","All census subdivisions","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.1.3","17181","","","","0"
"2021","Yukon","2021A000260","Within CMAs","Population, 2021","","0","units","0","","12.2.1","0","","","","0"
"2021","Yukon","2021A000260","Within CMAs","Total private dwellings, 2021","","0","units","0","","12.2.2","0","","","","0"
"2021","Yukon","2021A000260","Within CMAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.2.3","0","","","","0"
"2021","Yukon","2021A000260","Within CAs","Population, 2021","","0","units","0","","12.3.1","31913","","","","0"
"2021","Yukon","2021A000260","Within CAs","Total private dwellings, 2021","","0","units","0","","12.3.2","14121","","","","0"
"2021","Yukon","2021A000260","Within CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.3.3","13186","","","","0"
"2021","Yukon","2021A000260","Within tracted CAs","Population, 2021","","0","units","0","","12.4.1","0","","","","0"
"2021","Yukon","2021A000260","Within tracted CAs","Total private dwellings, 2021","","0","units","0","","12.4.2","0","","","","0"
"2021","Yukon","2021A000260","Within tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.4.3","0","","","","0"
"2021","Yukon","2021A000260","Within non-tracted CAs","Population, 2021","","0","units","0","","12.5.1","31913","","","","0"
"2021","Yukon","2021A000260","Within non-tracted CAs","Total private dwellings, 2021","","0","units","0","","12.5.2","14121","","","","0"
"2021","Yukon","2021A000260","Within non-tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.5.3","13186","","","","0"
"2021","Yukon","2021A000260","Outside CMAs/CAs","Population, 2021","","0","units","0","","12.6.1","8319","","","","0"
"2021","Yukon","2021A000260","Outside CMAs/CAs","Total private dwellings, 2021","","0","units","0","","12.6.2","5489","","","","0"
"2021","Yukon","2021A000260","Outside CMAs/CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.6.3","3995","","","","0"
"2021","Yukon","2021A000260","Strongly influenced","Population, 2021","","0","units","0","","12.7.1","0","","","","0"
"2021","Yukon","2021A000260","Strongly influenced","Total private dwellings, 2021","","0","units","0","","12.7.2","0","","","","0"
"2021","Yukon","2021A000260","Strongly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.7.3","0","","","","0"
"2021","Yukon","2021A000260","Moderately influenced","Population, 2021","","0","units","0","","12.8.1","0","","","","0"
"2021","Yukon","2021A000260","Moderately influenced","Total private dwellings, 2021","","0","units","0","","12.8.2","0","","","","0"
"2021","Yukon","2021A000260","Moderately influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.8.3","0","","","","0"
"2021","Yukon","2021A000260","Weakly influenced","Population, 2021","","0","units","0","","12.9.1","0","","","","0"
"2021","Yukon","2021A000260","Weakly influenced","Total private dwellings, 2021","","0","units","0","","12.9.2","0","","","","0"
"2021","Yukon","2021A000260","Weakly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.9.3","0","","","","0"
"2021","Yukon","2021A000260","Not influenced","Population, 2021","","0","units","0","","12.10.1","0","","","","0"
"2021","Yukon","2021A000260","Not influenced","Total private dwellings, 2021","","0","units","0","","12.10.2","0","","","","0"
"2021","Yukon","2021A000260","Not influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.10.3","0","","","","0"
"2021","Yukon","2021A000260","Territories","Population, 2021","","0","units","0","","12.11.1","8319","","","","0"
"2021","Yukon","2021A000260","Territories","Total private dwellings, 2021","","0","units","0","","12.11.2","5489","","","","0"
"2021","Yukon","2021A000260","Territories","Private dwellings occupied by usual residents, 2021","","0","units","0","","12.11.3","3995","","","","0"
"2021","Northwest Territories","2021A000261","All census subdivisions","Population, 2021","","0","units","0","","13.1.1","41070","","","","0"
"2021","Northwest Territories","2021A000261","All census subdivisions","Total private dwellings, 2021","","0","units","0","","13.1.2","17603","","","","0"
"2021","Northwest Territories","2021A000261","All census subdivisions","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.1.3","15207","","","","0"
"2021","Northwest Territories","2021A000261","Within CMAs","Population, 2021","","0","units","0","","13.2.1","0","","","","0"
"2021","Northwest Territories","2021A000261","Within CMAs","Total private dwellings, 2021","","0","units","0","","13.2.2","0","","","","0"
"2021","Northwest Territories","2021A000261","Within CMAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.2.3","0","","","","0"
"2021","Northwest Territories","2021A000261","Within CAs","Population, 2021","","0","units","0","","13.3.1","20340","","","","0"
"2021","Northwest Territories","2021A000261","Within CAs","Total private dwellings, 2021","","0","units","0","","13.3.2","7975","","","","0"
"2021","Northwest Territories","2021A000261","Within CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.3.3","7519","","","","0"
"2021","Northwest Territories","2021A000261","Within tracted CAs","Population, 2021","","0","units","0","","13.4.1","0","","","","0"
"2021","Northwest Territories","2021A000261","Within tracted CAs","Total private dwellings, 2021","","0","units","0","","13.4.2","0","","","","0"
"2021","Northwest Territories","2021A000261","Within tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.4.3","0","","","","0"
"2021","Northwest Territories","2021A000261","Within non-tracted CAs","Population, 2021","","0","units","0","","13.5.1","20340","","","","0"
"2021","Northwest Territories","2021A000261","Within non-tracted CAs","Total private dwellings, 2021","","0","units","0","","13.5.2","7975","","","","0"
"2021","Northwest Territories","2021A000261","Within non-tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.5.3","7519","","","","0"
"2021","Northwest Territories","2021A000261","Outside CMAs/CAs","Population, 2021","","0","units","0","","13.6.1","20730","","","","0"
"2021","Northwest Territories","2021A000261","Outside CMAs/CAs","Total private dwellings, 2021","","0","units","0","","13.6.2","9628","","","","0"
"2021","Northwest Territories","2021A000261","Outside CMAs/CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.6.3","7688","","","","0"
"2021","Northwest Territories","2021A000261","Strongly influenced","Population, 2021","","0","units","0","","13.7.1","0","","","","0"
"2021","Northwest Territories","2021A000261","Strongly influenced","Total private dwellings, 2021","","0","units","0","","13.7.2","0","","","","0"
"2021","Northwest Territories","2021A000261","Strongly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.7.3","0","","","","0"
"2021","Northwest Territories","2021A000261","Moderately influenced","Population, 2021","","0","units","0","","13.8.1","0","","","","0"
"2021","Northwest Territories","2021A000261","Moderately influenced","Total private dwellings, 2021","","0","units","0","","13.8.2","0","","","","0"
"2021","Northwest Territories","2021A000261","Moderately influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.8.3","0","","","","0"
"2021","Northwest Territories","2021A000261","Weakly influenced","Population, 2021","","0","units","0","","13.9.1","0","","","","0"
"2021","Northwest Territories","2021A000261","Weakly influenced","Total private dwellings, 2021","","0","units","0","","13.9.2","0","","","","0"
"2021","Northwest Territories","2021A000261","Weakly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.9.3","0","","","","0"
"2021","Northwest Territories","2021A000261","Not influenced","Population, 2021","","0","units","0","","13.10.1","0","","","","0"
"2021","Northwest Territories","2021A000261","Not influenced","Total private dwellings, 2021","","0","units","0","","13.10.2","0","","","","0"
"2021","Northwest Territories","2021A000261","Not influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.10.3","0","","","","0"
"2021","Northwest Territories","2021A000261","Territories","Population, 2021","","0","units","0","","13.11.1","20730","","","","0"
"2021","Northwest Territories","2021A000261","Territories","Total private dwellings, 2021","","0","units","0","","13.11.2","9628","","","","0"
"2021","Northwest Territories","2021A000261","Territories","Private dwellings occupied by usual residents, 2021","","0","units","0","","13.11.3","7688","","","","0"
"2021","Nunavut","2021A000262","All census subdivisions","Population, 2021","","0","units","0","","14.1.1","36858","","","","0"
"2021","Nunavut","2021A000262","All census subdivisions","Total private dwellings, 2021","","0","units","0","","14.1.2","11720","","","","0"
"2021","Nunavut","2021A000262","All census subdivisions","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.1.3","9926","","","","0"
"2021","Nunavut","2021A000262","Within CMAs","Population, 2021","","0","units","0","","14.2.1","0","","","","0"
"2021","Nunavut","2021A000262","Within CMAs","Total private dwellings, 2021","","0","units","0","","14.2.2","0","","","","0"
"2021","Nunavut","2021A000262","Within CMAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.2.3","0","","","","0"
"2021","Nunavut","2021A000262","Within CAs","Population, 2021","","0","units","0","","14.3.1","0","","","","0"
"2021","Nunavut","2021A000262","Within CAs","Total private dwellings, 2021","","0","units","0","","14.3.2","0","","","","0"
"2021","Nunavut","2021A000262","Within CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.3.3","0","","","","0"
"2021","Nunavut","2021A000262","Within tracted CAs","Population, 2021","","0","units","0","","14.4.1","0","","","","0"
"2021","Nunavut","2021A000262","Within tracted CAs","Total private dwellings, 2021","","0","units","0","","14.4.2","0","","","","0"
"2021","Nunavut","2021A000262","Within tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.4.3","0","","","","0"
"2021","Nunavut","2021A000262","Within non-tracted CAs","Population, 2021","","0","units","0","","14.5.1","0","","","","0"
"2021","Nunavut","2021A000262","Within non-tracted CAs","Total private dwellings, 2021","","0","units","0","","14.5.2","0","","","","0"
"2021","Nunavut","2021A000262","Within non-tracted CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.5.3","0","","","","0"
"2021","Nunavut","2021A000262","Outside CMAs/CAs","Population, 2021","","0","units","0","","14.6.1","36858","","","","0"
"2021","Nunavut","2021A000262","Outside CMAs/CAs","Total private dwellings, 2021","","0","units","0","","14.6.2","11720","","","","0"
"2021","Nunavut","2021A000262","Outside CMAs/CAs","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.6.3","9926","","","","0"
"2021","Nunavut","2021A000262","Strongly influenced","Population, 2021","","0","units","0","","14.7.1","0","","","","0"
"2021","Nunavut","2021A000262","Strongly influenced","Total private dwellings, 2021","","0","units","0","","14.7.2","0","","","","0"
"2021","Nunavut","2021A000262","Strongly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.7.3","0","","","","0"
"2021","Nunavut","2021A000262","Moderately influenced","Population, 2021","","0","units","0","","14.8.1","0","","","","0"
"2021","Nunavut","2021A000262","Moderately influenced","Total private dwellings, 2021","","0","units","0","","14.8.2","0","","","","0"
"2021","Nunavut","2021A000262","Moderately influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.8.3","0","","","","0"
"2021","Nunavut","2021A000262","Weakly influenced","Population, 2021","","0","units","0","","14.9.1","0","","","","0"
"2021","Nunavut","2021A000262","Weakly influenced","Total private dwellings, 2021","","0","units","0","","14.9.2","0","","","","0"
"2021","Nunavut","2021A000262","Weakly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.9.3","0","","","","0"
"2021","Nunavut","2021A000262","Not influenced","Population, 2021","","0","units","0","","14.10.1","0","","","","0"
"2021","Nunavut","2021A000262","Not influenced","Total private dwellings, 2021","","0","units","0","","14.10.2","0","","","","0"
"2021","Nunavut","2021A000262","Not influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.10.3","0","","","","0"
"2021","Nunavut","2021A000262","Territories","Population, 2021","","0","units","0","","14.11.1","36858","","","","0"
"2021","Nunavut","2021A000262","Territories","Total private dwellings, 2021","","0","units","0","","14.11.2","11720","","","","0"
"2021","Nunavut","2021A000262","Territories","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.11.3","9926","","","","0"


